model,condition,row_i,trace_id,N,S,N_confidence,S_confidence,N_rule,S_rule,N_span,S_span,decomposition_other,product,Y,Y_source,Y_status,product_to_Y_ratio,gate_pass
glm-5p2_20260815_030703,above_good,26,glm-5p2_20260815_030703|above_good|26,117000.0,400.0,clear,clear,context_n,context_s,"Total giraffe population: ~117,000 wild (Giraffe Conservation Foundation, 2021 estimates) and ~1,500 in captivity. Total = 118,500.",Average number of spots (patches) per giraffe: Research and general consensus state that an adult giraffe has around 200 to 400 spots. Let's take a conservative center of 250.,,46800000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,27,glm-5p2_20260815_030703|above_good|27,117000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 250 = 29,250,000.","117,000 * 250 = 29,250,000.",,29250000.0,30000000.0,h6_existing_parser,clear,0.975,true
glm-5p2_20260815_030703,above_good,28,glm-5p2_20260815_030703|above_good|28,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,29,glm-5p2_20260815_030703|above_good|29,117000.0,412.0,clear,clear,context_n,context_s,"Let's pick exactly 117,000 giraffes and 412 spots.","Let's pick exactly 117,000 giraffes and 412 spots.",,48204000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,30,glm-5p2_20260815_030703|above_good|30,117000.0,176.0,clear,clear,context_n,context_s,"Current population: ~117,000",Average spots per giraffe: ~176,,20592000.0,20592000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,31,glm-5p2_20260815_030703|above_good|31,120000.0,1500.0,clear,clear,context_n,context_s,"- Giraffe total population: ~120,000 in the wild + ~2,000 in captivity = ~122,000.","- 122,000 * 1,500 = 183,000,000.",mapped_surface_area_density,180000000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,32,glm-5p2_20260815_030703|above_good|32,119000.0,200.0,clear,clear,context_n,context_s,"I will state 23,800,000 as my single most accurate estimate, using 119,000 giraffes and 200 spots each.","I will state 23,800,000 as my single most accurate estimate, using 119,000 giraffes and 200 spots each.",,23800000.0,23800000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,33,glm-5p2_20260815_030703|above_good|33,120000.0,1100.0,clear,clear,multiplication_pair,multiplication_pair,"3. 120,000 * 1,100 = 132,000,000.","3. 120,000 * 1,100 = 132,000,000.",mapped_surface_area_density,132000000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,34,glm-5p2_20260815_030703|above_good|34,117000.0,444.0,clear,clear,context_n,context_s,"Total Giraffe Population = 117,000",Average spots per giraffe = 444,mapped_surface_area_density,51948000.0,51948000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,35,glm-5p2_20260815_030703|above_good|35,117000.0,300.0,clear,clear,context_n,context_s,"My estimate: 35,100,000. (117,000 giraffes * 300 spots/giraffe = 35,100,000).","My estimate: 35,100,000. (117,000 giraffes * 300 spots/giraffe = 35,100,000).",mapped_surface_area_density,35100000.0,21060000.0,h6_existing_parser,clear,1.6666666666666667,true
glm-5p2_20260815_030703,above_good,36,glm-5p2_20260815_030703|above_good|36,110000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"110,000 * 250 = 27,500,000.","110,000 * 250 = 27,500,000.",,27500000.0,27500000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,37,glm-5p2_20260815_030703|above_good|37,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"- 117,000 * 300 = 35,100,000.","- 117,000 * 300 = 35,100,000.",mapped_surface_area_density,35100000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,38,glm-5p2_20260815_030703|above_good|38,117000.0,190.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 190 = 22,230,000.","117,000 * 190 = 22,230,000.",mapped_species_weighted,22230000.0,22815000.0,h6_existing_parser,clear,0.9743589743589743,true
glm-5p2_20260815_030703,above_good,39,glm-5p2_20260815_030703|above_good|39,117000.0,130.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 130 = 15,210,000.","117,000 * 130 = 15,210,000.",,15210000.0,14040000.0,local_parser_opening_answer_number,clear,1.0833333333333333,true
glm-5p2_20260815_030703,above_good,40,glm-5p2_20260815_030703|above_good|40,119000.0,1000.0,clear,clear,context_n,context_s,"I'll provide the justification: roughly 119,000 giraffes in the world, and an average of about 1,000 spots per giraffe.","I'll provide the justification: roughly 119,000 giraffes in the world, and an average of about 1,000 spots per giraffe.",mapped_surface_area_density,119000000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,41,glm-5p2_20260815_030703|above_good|41,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150:","117,000 * 150:",,17550000.0,17550000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,42,glm-5p2_20260815_030703|above_good|42,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"3. Calculation: 117,000 giraffes × 200 spots/giraffe = 23,400,000 spots.","3. Calculation: 117,000 giraffes × 200 spots/giraffe = 23,400,000 spots.",,23400000.0,23400000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,43,glm-5p2_20260815_030703|above_good|43,117000.0,185.0,clear,clear,context_n,context_s,"Justification: ~117,000 giraffes in the world, averaging ~185 spots per giraffe (including face, neck, torso, and upper/lower legs). 117,000 * 185 = 21,645,000.","Justification: ~117,000 giraffes in the world, averaging ~185 spots per giraffe (including face, neck, torso, and upper/lower legs). 117,000 * 185 = 21,645,000.",,21645000.0,21645000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,44,glm-5p2_20260815_030703|above_good|44,117173.0,400.0,ambiguous,ambiguous,context_n,context_s,"Let's use 117,173 wild.",Assume 400 spots on average.,species_weighted_or_sum_unmapped,46869200.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,45,glm-5p2_20260815_030703|above_good|45,72000.0,350.0,clear,clear,context_n,context_s,"Let me estimate 600 spots per giraffe * 120,000 giraffes = 72,000,000.","Total = 7000*500 + 50000*500 + 50000*700 + 16000*350 = 3,500,000 + 25,000,000 + 35,000,000 + 5,600,000 = 69,100,000.",,25200000.0,69200000.0,h6_existing_parser,clear,0.36416184971098264,true
glm-5p2_20260815_030703,above_good,46,glm-5p2_20260815_030703|above_good|46,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Could it be 117,000 * 200 = 23,400,000.","Could it be 117,000 * 200 = 23,400,000.",mapped_species_weighted,23400000.0,23400000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,47,glm-5p2_20260815_030703|above_good|47,41010.0,350.0,clear,clear,context_n,context_s,"117,173 * 350 = 41,010,550.","117,173 * 350 = 41,010,550.",,14353500.0,41010550.0,h6_existing_parser,clear,0.34999530608587304,true
glm-5p2_20260815_030703,above_good,48,glm-5p2_20260815_030703|above_good|48,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"* Let's refine the Single Number: Let's go with 23,400,000. It has a nice basis (117,000 giraffes * 200 spots).","* Let's refine the Single Number: Let's go with 23,400,000. It has a nice basis (117,000 giraffes * 200 spots).",mapped_surface_area_density,23400000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,49,glm-5p2_20260815_030703|above_good|49,20874.0,200.0,clear,clear,context_n,context_s,"120,000 * 173.95 = 20,874,000.","Wait, a common trivia question answer: ""How many spots does a giraffe have?"" Answer: ""A giraffe has about 200 spots.""",mapped_surface_area_density,4174800.0,17850000.0,local_parser_final_label_same_line_number,clear,0.23388235294117646,false
glm-5p2_20260815_030703,above_good,50,glm-5p2_20260815_030703|above_good|50,117000.0,175.0,clear,clear,context_n,context_s,"175 * 117,000 = 20,475,000.","175 * 117,000 = 20,475,000.",mapped_surface_area_density,20475000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,51,glm-5p2_20260815_030703|above_good|51,117180.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"117,180 * 250 = 29,295,000.","117,180 * 250 = 29,295,000.",,29295000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,52,glm-5p2_20260815_030703|above_good|52,117000.0,192.0,clear,clear,context_n,context_s,"* Giraffe population: 117,000 (standard recent estimate from GCF/IUCN).","* Let's use 192 spots. 117,000*192 = 22,464,000.",,22464000.0,23400000.0,local_parser_opening_answer_number,clear,0.96,true
glm-5p2_20260815_030703,above_good,53,glm-5p2_20260815_030703|above_good|53,120000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"- 120,000 * 150 = 18,000,000.","- 120,000 * 150 = 18,000,000.",,18000000.0,,local_parser_unresolved_range,ambiguous,,false
glm-5p2_20260815_030703,above_good,54,glm-5p2_20260815_030703|above_good|54,36000.0,120.0,clear,clear,context_n,context_s,"Total = 36,000,000.","Total giraffe population = 120,000.",,4320000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,55,glm-5p2_20260815_030703|above_good|55,117000.0,300.0,clear,clear,context_n,context_s,"I will use 117,000 giraffes. 300 spots per giraffe.","I will use 117,000 giraffes. 300 spots per giraffe.",mapped_surface_area_density,35100000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,56,glm-5p2_20260815_030703|above_good|56,117174.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,174 * 200 = 23,434,800.","117,174 * 200 = 23,434,800.",,23434800.0,23400000.0,h6_existing_parser,clear,1.0014871794871796,true
glm-5p2_20260815_030703,above_good,57,glm-5p2_20260815_030703|above_good|57,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,58,glm-5p2_20260815_030703|above_good|58,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 200 = 23,400,000.","117,000 * 200 = 23,400,000.",,23400000.0,23400000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,59,glm-5p2_20260815_030703|above_good|59,117000.0,300.0,clear,clear,context_n,context_s,"Total giraffe population (recent estimate from GCF): 117,000",Average spots per giraffe (widely cited approximate count): 300,,35100000.0,35100000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,60,glm-5p2_20260815_030703|above_good|60,119000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"150 * 119,000 = 17,850,000.","150 * 119,000 = 17,850,000.",mapped_surface_area_density,17850000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,61,glm-5p2_20260815_030703|above_good|61,117000.0,130.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 130 = 15,210,000.","117,000 * 130 = 15,210,000.",,15210000.0,15210000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,62,glm-5p2_20260815_030703|above_good|62,35100.0,295.0,clear,clear,context_n,context_s,"Total = 35,100,000.","117,000 * 295 spots = 34,515,000.",mapped_surface_area_density,10354500.0,35252500.0,local_parser_final_label_next_line_number,clear,0.29372384937238494,false
glm-5p2_20260815_030703,above_good,63,glm-5p2_20260815_030703|above_good|63,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 150 = 17,550,000.","117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,local_parser_final_label_same_line_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,64,glm-5p2_20260815_030703|above_good|64,100000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Actually, I don't know the spot count exactly, so I'll just calculate 100,000 * 200 = 20,000,000.","Actually, I don't know the spot count exactly, so I'll just calculate 100,000 * 200 = 20,000,000.",,20000000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,65,glm-5p2_20260815_030703|above_good|65,120000.0,170.0,clear,clear,context_n,context_s,"Estimated population: 120,000 (117,000 wild, 3,000 captive).","If the reference source has an average of 178 spots, or something, it doesn't matter. My estimate is 170 spots per giraffe.",mapped_surface_area_density,20400000.0,20400000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,66,glm-5p2_20260815_030703|above_good|66,117000.0,150.0,clear,clear,multiplication_pair,multiplication_pair,"3. 117,000 * 150 = 17,550,000.","3. 117,000 * 150 = 17,550,000.",,17550000.0,17550000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,67,glm-5p2_20260815_030703|above_good|67,119000.0,300.0,clear,clear,context_n,context_s,"119,000 giraffes * 300 spots = 35,700,000.","119,000 giraffes * 300 spots = 35,700,000.",,35700000.0,35100000.0,local_parser_opening_answer_number,clear,1.017094017094017,true
glm-5p2_20260815_030703,above_good,68,glm-5p2_20260815_030703|above_good|68,21420.0,180.0,clear,clear,context_n,context_s,"- Total calculation: 119,000 giraffes * 180 spots/giraffe = 21,420,000.","Wait, 119,000 * 180 = 21,420,000.",mapped_species_weighted,3855600.0,21420000.0,h6_existing_parser,clear,0.18,false
glm-5p2_20260815_030703,above_good,69,glm-5p2_20260815_030703|above_good|69,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"3. 117,000 giraffes × 300 spots/giraffe = 35,100,000 spots.","3. 117,000 giraffes × 300 spots/giraffe = 35,100,000 spots.",,35100000.0,35100000.0,local_parser_opening_answer_number,clear,1.0,true
glm-5p2_20260815_030703,above_good,70,glm-5p2_20260815_030703|above_good|70,117000.0,100.0,clear,clear,context_n,context_s,"Wild population: 117,000","So the ""100 spots"" trivia is probably an underestimate or refers to a specific area. Or maybe my mental math for spot sizes is off.",,11700000.0,23800000.0,h6_existing_parser,clear,0.49159663865546216,true
glm-5p2_20260815_030703,above_good,71,glm-5p2_20260815_030703|above_good|71,117000.0,1500.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 * 1,500 = 175,500,000.","117,000 * 1,500 = 175,500,000.",mapped_surface_area_density,175500000.0,175500000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,72,glm-5p2_20260815_030703|above_good|72,117000.0,250.0,clear,clear,context_n,context_s,"I need to make sure I don't violate any policy. The user is asking for a point estimate. I will provide 29,250,000 and explain the calculation: ~117,000 giraffes alive today, and an average of ~250 spots per giraffe.","cy. The user is asking for a point estimate. I will provide 29,250,000 and explain the calculation: ~117,000 giraffes alive today, and an average of ~250 spots per giraffe.",,29250000.0,29250000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,73,glm-5p2_20260815_030703|above_good|73,155000.0,2000.0,ambiguous,ambiguous,context_n,context_s,"Population: The latest assessment by the IUCN (as of recent years) estimates the total giraffe population at around 117,000 individuals (down from ~155,000 in 1985). Let's use 117,000.","* Total: 117,000 * 2,000 = 234,000,000.",species_weighted_or_sum_unmapped,310000000.0,234000000.0,local_parser_opening_answer_number,clear,1.3247863247863247,false
glm-5p2_20260815_030703,above_good,74,glm-5p2_20260815_030703|above_good|74,120000.0,180.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 * 180 = 21,600,000.","120,000 * 180 = 21,600,000.",,21600000.0,21600000.0,h6_existing_parser,clear,1.0,true
glm-5p2_20260815_030703,above_good,75,glm-5p2_20260815_030703|above_good|75,117000.0,200.0,clear,clear,context_n,context_s,"Population: 117,000 wild + 3,000 captive = 120,000.","Total spots = 119,000 * 200 = 23,800,000.",,23400000.0,,h6_existing_parser,missing,,false
glm-5p2_20260815_030703,above_good,76,glm-5p2_20260815_030703|above_good|76,24000.0,200.0,clear,clear,context_n,context_s,"Total = 24,000,000.",Spots per giraffe: 200,,4800000.0,,local_parser_no_single_final,ambiguous,,false
glm-5p2_20260815_030703,above_good,77,glm-5p2_20260815_030703|above_good|77,117000.0,50.0,clear,clear,context_n,context_s,"1. 117,000 giraffes alive today (Giraffe Conservation Foundation estimate).","2. Average spots per giraffe: A giraffe's coat is covered in spots. Taking into account the neck (approx 50 spots), torso (approx 200 spots), legs (approx 300 spots), and head/face (approx 50 spots), the total comes to about 600 spots per giraffe, though va",mapped_surface_area_density,5850000.0,70200000.0,local_parser_opening_answer_number,clear,0.08333333333333333,false
